minutes,mp,nineties,gls,ast,ga,gls_p90_raw,ast_p90_raw,ga_p90_raw,player,team,pos,age,nation,league,season,sh,sot,int,tklw,crs,fls,fld,source
1359.0,23,15.1,2,3,5,0.13,0.2,0.33,Roger Martí,Cádiz,FW,32,es ESP,La Liga,2324,33,12,8,6,9,34,28,fbref_cache
2729.0,36,30.3,5,4,9,0.16,0.13,0.3,Iván Martín,Girona,MF,24,es ESP,La Liga,2324,19,11,23,25,10,27,34,fbref_cache
24.0,1,0.3,0,0,0,0.0,0.0,0.0,Jon Martin,Real Sociedad,DF,17,es ESP,La Liga,2324,0,0,0,0,0,0,0,fbref_cache
18.0,2,0.2,0,0,0,0.0,0.0,0.0,Mario Martín,Real Madrid,MF,19,es ESP,La Liga,2324,0,0,0,1,0,1,1,fbref_cache
1241.0,21,13.8,0,2,2,0.0,0.15,0.15,Arnau Martinez,Girona,DF,20,es ESP,La Liga,2324,1,0,9,15,7,14,22,fbref_cache
1296.0,20,14.4,0,0,0,0.0,0.0,0.0,Iñigo Martínez,Barcelona,DF,32,es ESP,La Liga,2324,8,1,13,5,3,10,11,fbref_cache
270.0,3,3.0,0,0,0,0.0,0.0,0.0,Marc Martínez,Granada,GK,33,es ESP,La Liga,2324,0,0,0,0,0,0,0,fbref_cache
1855.0,31,20.6,0,2,2,0.0,0.1,0.1,Marvin,Las Palmas,"MF,DF",23,es ESP,La Liga,2324,14,3,15,25,91,39,26,fbref_cache
1571.0,29,17.5,0,0,0,0.0,0.0,0.0,Omar Mascarell,Mallorca,MF,30,gq EQG,La Liga,2324,6,0,32,15,4,31,14,fbref_cache
1787.0,35,19.9,5,1,6,0.25,0.05,0.3,Jaime Mata,Getafe,"FW,MF",34,es ESP,La Liga,2324,33,13,15,15,39,63,25,fbref_cache
2970.0,33,33.0,0,0,0,0.0,0.0,0.0,Luís Maximiano,Almería,GK,24,pt POR,La Liga,2324,0,0,0,0,0,1,3,fbref_cache
2153.0,27,23.9,15,1,16,0.63,0.04,0.67,Borja Mayoral,Getafe,FW,26,es ESP,La Liga,2324,47,27,3,4,22,31,31,fbref_cache
288.0,4,3.2,0,0,0,0.0,0.0,0.0,Mamadou Mbaye,Cádiz,DF,25,sn SEN,La Liga,2324,2,1,5,3,0,6,0,fbref_cache
104.0,6,1.2,0,0,0,0.0,0.0,0.0,Hannibal Mejbri,Sevilla,MF,20,tn TUN,La Liga,2324,1,0,0,3,2,4,4,fbref_cache
1122.0,26,12.5,0,0,0,0.0,0.0,0.0,Óscar Melendo,Granada,"MF,FW",25,es ESP,La Liga,2324,6,2,4,6,9,11,37,fbref_cache
1103.0,28,12.3,1,1,2,0.08,0.08,0.16,Gonzalo Melero,Almería,"MF,FW",29,es ESP,La Liga,2324,14,4,4,9,3,21,17,fbref_cache
893.0,23,9.9,5,1,6,0.5,0.1,0.6,Memphis,Atlético Madrid,FW,29,nl NED,La Liga,2324,38,15,1,2,12,14,16,fbref_cache
396.0,7,4.4,0,0,0,0.0,0.0,0.0,Houboulang Mendes,Almería,DF,25,gw GNB,La Liga,2324,1,0,2,14,5,6,10,fbref_cache
6.0,1,0.1,0,0,0,0.0,0.0,0.0,Tomás Mendes,Alavés,MF,18,es ESP,La Liga,2324,0,0,0,0,0,0,0,fbref_cache
2413.0,32,26.8,5,6,11,0.19,0.22,0.41,Brais Méndez,Real Sociedad,"MF,FW",26,es ESP,La Liga,2324,66,17,12,27,101,58,56,fbref_cache
1333.0,17,14.8,2,0,2,0.14,0.0,0.14,Bruno Méndez,Granada,DF,23,uy URU,La Liga,2324,8,5,25,19,8,14,0,fbref_cache
5.0,1,0.1,0,0,0,0.0,0.0,0.0,Diego Méndez,Rayo Vallecano,MF,19,es ESP,La Liga,2324,0,0,1,1,0,1,0,fbref_cache
1720.0,23,19.1,0,0,0,0.0,0.0,0.0,Ferland Mendy,Real Madrid,DF,28,fr FRA,La Liga,2324,5,2,12,10,5,17,14,fbref_cache
673.0,10,7.5,0,0,0,0.0,0.0,0.0,Jorge Meré,Cádiz,DF,26,es ESP,La Liga,2324,4,1,8,7,1,1,4,fbref_cache
2482.0,32,27.6,5,3,8,0.18,0.11,0.29,Mikel Merino,Real Sociedad,MF,27,es ESP,La Liga,2324,30,11,16,45,19,70,60,fbref_cache
82.0,5,0.9,0,0,0,0.0,0.0,0.0,Omenuke Mfulu,Las Palmas,MF,29,cd COD,La Liga,2324,0,0,2,3,0,0,2,fbref_cache
65.0,3,0.7,0,0,0,0.0,0.0,0.0,Miguel,Alavés,FW,23,es ESP,La Liga,2324,2,1,0,0,0,2,3,fbref_cache
496.0,10,5.5,0,0,0,0.0,0.0,0.0,Éder Militão,Real Madrid,DF,25,br BRA,La Liga,2324,2,2,5,3,1,5,5,fbref_cache
2115.0,27,23.5,0,1,1,0.0,0.04,0.04,Luis Milla,Getafe,MF,28,es ESP,La Liga,2324,16,5,30,34,102,43,29,fbref_cache
308.0,11,3.4,1,0,1,0.29,0.0,0.29,Marko Milovanović,Almería,FW,19,rs SRB,La Liga,2324,5,1,0,4,1,15,6,fbref_cache
2998.0,38,33.3,2,2,4,0.06,0.06,0.12,Óscar Mingueza,Celta Vigo,"DF,MF",24,es ESP,La Liga,2324,28,13,19,38,150,21,44,fbref_cache
2992.0,34,33.2,1,1,2,0.03,0.03,0.06,Ignasi Miquel,Granada,DF,30,es ESP,La Liga,2324,22,8,46,32,3,32,26,fbref_cache
391.0,15,4.3,2,0,2,0.46,0.0,0.46,Rafa Mir,Sevilla,FW,26,es ESP,La Liga,2324,15,7,0,2,2,9,5,fbref_cache
1858.0,25,20.6,1,1,2,0.05,0.05,0.1,Juan Miranda,Real Betis,DF,23,es ESP,La Liga,2324,16,6,20,24,62,21,34,fbref_cache
699.0,11,7.8,1,0,1,0.13,0.0,0.13,Stefan Mitrović,Getafe,DF,33,rs SRB,La Liga,2324,1,1,5,3,0,13,2,fbref_cache
1688.0,32,18.8,2,6,8,0.11,0.32,0.43,Luka Modrić,Real Madrid,MF,37,hr CRO,La Liga,2324,25,10,19,15,90,19,21,fbref_cache
2041.0,30,22.7,0,3,3,0.0,0.13,0.13,Johan Mojica,Osasuna,"DF,MF",30,co COL,La Liga,2324,17,1,23,22,115,22,19,fbref_cache
1803.0,28,20.0,3,3,6,0.15,0.15,0.3,Alberto Moleiro,Las Palmas,"MF,FW",19,es ESP,La Liga,2324,33,10,7,6,27,17,18,fbref_cache
1852.0,30,20.6,2,3,5,0.1,0.15,0.24,Nahuel Molina,Atlético Madrid,"MF,DF",25,ar ARG,La Liga,2324,12,5,8,22,87,20,16,fbref_cache
1800.0,33,20.0,1,3,4,0.05,0.15,0.2,Jon Moncayola,Osasuna,MF,25,es ESP,La Liga,2324,16,5,16,19,88,24,8,fbref_cache
1788.0,21,19.9,0,0,0,0.0,0.0,0.0,César Montes,Almería,DF,26,mx MEX,La Liga,2324,13,2,10,15,3,22,11,fbref_cache
1904.0,32,21.2,15,3,18,0.71,0.14,0.85,Álvaro Morata,Atlético Madrid,FW,30,es ESP,La Liga,2324,67,34,1,10,10,33,36,fbref_cache
1484.0,27,16.5,2,2,4,0.12,0.12,0.24,Alberto Moreno,Villarreal,DF,31,es ESP,La Liga,2324,17,5,21,20,50,24,14,fbref_cache
2215.0,30,24.6,10,6,16,0.41,0.24,0.65,Gerard Moreno,Villarreal,FW,31,es ESP,La Liga,2324,63,21,9,11,28,22,38,fbref_cache
15.0,1,0.2,0,0,0,0.0,0.0,0.0,Jorge Moreno,Osasuna,DF,22,es ESP,La Liga,2324,0,0,0,0,1,0,0,fbref_cache
605.0,14,6.7,0,2,2,0.0,0.3,0.3,Ilaix Moriba,Getafe,MF,20,gn GUI,La Liga,2324,4,1,5,12,2,19,23,fbref_cache
1615.0,35,17.9,0,2,2,0.0,0.11,0.11,Manu Morlanes,Mallorca,MF,24,es ESP,La Liga,2324,11,4,18,28,19,15,24,fbref_cache
3075.0,36,34.2,0,0,0,0.0,0.0,0.0,Cristhian Mosquera,Valencia,DF,19,es ESP,La Liga,2324,9,2,33,34,1,25,27,fbref_cache
1229.0,16,13.7,2,1,3,0.15,0.07,0.22,Yerson Mosquera,Villarreal,DF,22,co COL,La Liga,2324,10,4,18,14,7,14,27,fbref_cache
1694.0,20,18.8,1,0,1,0.05,0.0,0.05,Abdul Mumin,Rayo Vallecano,DF,25,gh GHA,La Liga,2324,6,1,18,10,2,15,16,fbref_cache
594.0,20,6.6,2,0,2,0.3,0.0,0.3,Iker Muniain,Athletic Club,MF,30,es ESP,La Liga,2324,13,7,0,1,33,5,11,fbref_cache
1127.0,21,12.5,0,2,2,0.0,0.16,0.16,Aihen Muñoz,Real Sociedad,DF,25,es ESP,La Liga,2324,7,2,7,22,29,18,7,fbref_cache
1854.0,28,20.6,4,0,4,0.19,0.0,0.19,Iker Muñoz,Osasuna,MF,20,es ESP,La Liga,2324,23,6,11,17,13,37,55,fbref_cache
2640.0,37,29.3,2,3,5,0.07,0.1,0.17,Javier Muñoz,Las Palmas,MF,28,es ESP,La Liga,2324,38,9,20,23,47,37,16,fbref_cache
2327.0,29,25.9,7,2,9,0.27,0.08,0.35,Vedat Muriqi,Mallorca,FW,29,xk KVX,La Liga,2324,66,25,6,6,11,39,43,fbref_cache
1746.0,29,19.4,0,1,1,0.0,0.05,0.05,Nacho,Real Madrid,DF,33,es ESP,La Liga,2324,5,1,19,11,3,21,13,fbref_cache
2258.0,26,25.1,2,0,2,0.08,0.0,0.08,Matija Nastasić,Mallorca,DF,30,rs SRB,La Liga,2324,8,2,27,17,5,33,7,fbref_cache
1888.0,28,21.0,1,1,2,0.05,0.05,0.1,Roberto Navarro,Cádiz,MF,21,es ESP,La Liga,2324,30,9,16,29,96,15,27,fbref_cache
2003.0,29,22.3,0,2,2,0.0,0.09,0.09,Jesús Navas,Sevilla,"DF,MF",37,es ESP,La Liga,2324,7,2,23,26,142,12,11,fbref_cache
54.0,7,0.6,0,0,0,0.0,0.0,0.0,Álvaro Negredo,Cádiz,FW,37,es ESP,La Liga,2324,3,1,1,0,1,0,2,fbref_cache
3146.0,36,35.0,0,2,2,0.0,0.06,0.06,Carlos Neva,Granada,DF,27,es ESP,La Liga,2324,4,0,31,19,86,22,44,fbref_cache
318.0,8,3.5,0,0,0,0.0,0.0,0.0,Tanguy Nianzou,Sevilla,DF,21,fr FRA,La Liga,2324,1,0,3,8,0,6,4,fbref_cache
1374.0,34,15.3,1,4,5,0.07,0.26,0.33,Saúl Ñíguez,Atlético Madrid,MF,28,es ESP,La Liga,2324,16,4,15,39,16,42,14,fbref_cache
10.0,2,0.1,0,0,0,0.0,0.0,0.0,Peru Nolaskoain,Athletic Club,"DF,MF",24,es ESP,La Liga,2324,0,0,0,1,0,0,0,fbref_cache
572.0,16,6.4,1,1,2,0.16,0.16,0.31,Randy Nteka,Rayo Vallecano,FW,25,ao ANG,La Liga,2324,15,6,3,4,3,19,14,fbref_cache
2801.0,34,31.1,1,0,1,0.03,0.0,0.03,Unai Núñez,Celta Vigo,DF,26,es ESP,La Liga,2324,22,5,49,30,2,37,24,fbref_cache
2160.0,24,24.0,0,0,0,0.0,0.0,0.0,Ørjan Nyland,Sevilla,GK,32,no NOR,La Liga,2324,0,0,0,0,0,0,2,fbref_cache
3420.0,38,38.0,0,0,0,0.0,0.0,0.0,Jan Oblak,Atlético Madrid,GK,30,si SVN,La Liga,2324,0,0,0,0,0,0,2,fbref_cache
248.0,13,2.8,1,0,1,0.36,0.0,0.36,Brian Ocampo,Cádiz,MF,24,uy URU,La Liga,2324,5,2,3,3,19,9,9,fbref_cache
2871.0,35,31.9,4,3,7,0.13,0.09,0.22,Lucas Ocampos,Sevilla,"MF,FW",29,ar ARG,La Liga,2324,64,24,20,47,122,32,71,fbref_cache
393.0,9,4.4,0,0,0,0.0,0.0,0.0,Álvaro Odriozola,Real Sociedad,DF,27,es ESP,La Liga,2324,0,0,9,6,10,7,4,fbref_cache
9.0,1,0.1,0,0,0,0.0,0.0,0.0,Aingeru Olabarrieta,Athletic Club,FW,17,es ESP,La Liga,2324,1,0,0,0,2,0,0,fbref_cache
360.0,14,4.0,0,0,0,0.0,0.0,0.0,Olasagasti,Real Sociedad,MF,22,es ESP,La Liga,2324,9,0,3,12,1,7,7,fbref_cache
1918.0,34,21.3,8,1,9,0.38,0.05,0.42,Samu Omorodion,Alavés,FW,19,es ESP,La Liga,2324,64,25,1,3,2,30,30,fbref_cache
80.0,1,0.9,1,0,1,1.13,0.0,1.13,Samu Omorodion,Granada,FW,19,es ESP,La Liga,2324,3,2,0,1,0,1,3,fbref_cache
2339.0,33,26.0,2,1,3,0.08,0.04,0.12,Aimar Oroz,Osasuna,MF,21,es ESP,La Liga,2324,25,6,16,27,10,39,46,fbref_cache
14.0,1,0.2,0,0,0,0.0,0.0,0.0,Eneko Ortiz,Alavés,MF,20,es ESP,La Liga,2324,0,0,0,0,1,0,0,fbref_cache
9.0,1,0.1,0,0,0,0.0,0.0,0.0,Asier Osambela,Osasuna,MF,19,es ESP,La Liga,2324,0,0,0,1,0,1,0,fbref_cache
5.0,1,0.1,0,0,0,0.0,0.0,0.0,Milutin Osmajić,Cádiz,FW,24,me MNE,La Liga,2324,2,0,0,0,0,0,0,fbref_cache
430.0,6,4.8,0,0,0,0.0,0.0,0.0,Aiham Ousou,Cádiz,DF,23,sy SYR,La Liga,2324,2,0,6,6,0,4,6,fbref_cache
360.0,4,4.0,0,0,0,0.0,0.0,0.0,Jesús Owono,Alavés,GK,22,gq EQG,La Liga,2324,0,0,0,0,0,0,0,fbref_cache
2156.0,33,24.0,9,3,12,0.38,0.13,0.5,Mikel Oyarzabal,Real Sociedad,"FW,MF",26,es ESP,La Liga,2324,40,19,4,18,10,20,20,fbref_cache
1598.0,23,17.8,0,0,0,0.0,0.0,0.0,Cenk Özkacar,Valencia,DF,22,tr TUR,La Liga,2324,6,3,18,14,6,13,8,fbref_cache
1526.0,23,17.0,1,1,2,0.06,0.06,0.12,Jon Pacheco,Real Sociedad,DF,22,es ESP,La Liga,2324,6,3,10,18,1,29,1,fbref_cache
2791.0,37,31.0,4,1,5,0.13,0.03,0.16,Isaac Palazón Camacho,Rayo Vallecano,MF,28,es ESP,La Liga,2324,72,33,19,28,130,32,76,fbref_cache
226.0,8,2.5,0,0,0,0.0,0.0,0.0,Joaquín Panichelli,Alavés,"MF,FW",20,ar ARG,La Liga,2324,9,2,1,3,0,8,4,fbref_cache
1136.0,15,12.6,0,0,0,0.0,0.0,0.0,Sokratis Papastathopoulos,Real Betis,DF,35,gr GRE,La Liga,2324,2,1,6,15,0,13,6,fbref_cache
3.0,2,0.0,0,0,0,0.0,0.0,0.0,Victor Parada,Alavés,DF,21,es ESP,La Liga,2324,0,0,0,1,0,0,0,fbref_cache
2704.0,34,30.0,1,0,1,0.03,0.0,0.03,Aitor Paredes,Athletic Club,DF,23,es ESP,La Liga,2324,13,3,31,12,1,37,11,fbref_cache
2580.0,33,28.7,3,5,8,0.1,0.17,0.28,Daniel Parejo,Villarreal,MF,34,es ESP,La Liga,2324,12,6,20,31,57,18,51,fbref_cache
14.0,1,0.2,0,0,0,0.0,0.0,0.0,Pascu,Villarreal,FW,20,es ESP,La Liga,2324,0,0,0,0,0,0,0,fbref_cache
405.0,5,4.5,0,0,0,0.0,0.0,0.0,Gabriel Paulista,Atlético Madrid,DF,32,br BRA,La Liga,2324,1,1,3,5,0,4,0,fbref_cache
1398.0,18,15.5,0,0,0,0.0,0.0,0.0,Gabriel Paulista,Valencia,DF,32,br BRA,La Liga,2324,7,0,23,6,0,11,4,fbref_cache
23.0,4,0.3,0,0,0,0.0,0.0,0.0,Nicolás Paz,Real Madrid,MF,18,ar ARG,La Liga,2324,2,0,1,0,1,1,0,fbref_cache
1116.0,19,12.4,1,3,4,0.08,0.24,0.32,Alfonso Pedraza,Villarreal,DF,27,es ESP,La Liga,2324,9,4,12,10,58,14,17,fbref_cache
1476.0,24,16.4,4,2,6,0.24,0.12,0.37,Pedri,Barcelona,"MF,FW",20,es ESP,La Liga,2324,15,7,14,22,9,11,22,fbref_cache
1753.0,31,19.5,1,4,5,0.05,0.21,0.26,Adrià Pedrosa,Sevilla,"DF,MF",25,es ESP,La Liga,2324,16,4,13,26,111,6,32,fbref_cache
504.0,17,5.6,2,0,2,0.36,0.0,0.36,Pejiño,Las Palmas,"MF,FW",27,es ESP,La Liga,2324,17,8,2,9,31,6,4,fbref_cache
1232.0,15,13.7,2,1,3,0.15,0.07,0.22,Facundo Pellistri,Granada,"MF,FW",21,uy URU,La Liga,2324,17,6,4,19,30,21,21,fbref_cache
900.0,10,10.0,0,0,0,0.0,0.0,0.0,Iñaki Peña,Barcelona,GK,24,es ESP,La Liga,2324,0,0,0,0,0,0,1,fbref_cache
441.0,7,4.9,0,0,0,0.0,0.0,0.0,Marcos Peña,Almería,MF,18,es ESP,La Liga,2324,4,1,13,14,0,8,4,fbref_cache
2088.0,29,23.2,0,2,2,0.0,0.09,0.09,Rubén Peña,Osasuna,"DF,MF",32,es ESP,La Liga,2324,17,5,29,22,111,28,23,fbref_cache
2.0,2,0.0,0,0,0,0.0,0.0,0.0,Alberto Perea,Granada,"FW,MF",32,es ESP,La Liga,2324,0,0,0,0,1,0,2,fbref_cache
2294.0,31,25.5,9,1,10,0.35,0.04,0.39,Ayoze Pérez,Real Betis,"MF,FW",30,es ESP,La Liga,2324,68,26,21,34,19,36,48,fbref_cache
772.0,16,8.6,1,1,2,0.12,0.12,0.23,Carles Pérez,Celta Vigo,MF,25,es ESP,La Liga,2324,24,6,5,5,18,15,12,fbref_cache
2049.0,32,22.8,1,4,5,0.04,0.18,0.22,Francisco Perez,Valencia,MF,20,es ESP,La Liga,2324,20,2,15,17,52,31,23,fbref_cache
835.0,24,9.3,1,0,1,0.11,0.0,0.11,Kike Pérez,Rayo Vallecano,"MF,FW",26,es ESP,La Liga,2324,13,6,8,13,18,42,34,fbref_cache
1623.0,29,18.0,0,0,0,0.0,0.0,0.0,Máximo Perrone,Las Palmas,MF,20,ar ARG,La Liga,2324,7,3,24,19,0,27,16,fbref_cache
157.0,10,1.7,0,0,0,0.0,0.0,0.0,Njegoš Petrović,Granada,MF,24,rs SRB,La Liga,2324,3,1,1,2,1,0,1,fbref_cache
2767.0,32,30.7,1,0,1,0.03,0.0,0.03,Germán Pezzella,Real Betis,DF,32,ar ARG,La Liga,2324,23,5,32,24,2,22,13,fbref_cache
505.0,9,5.6,0,0,0,0.0,0.0,0.0,Kamil Piątkowski,Granada,DF,23,pl POL,La Liga,2324,4,2,8,10,2,3,3,fbref_cache
475.0,7,5.3,0,0,0,0.0,0.0,0.0,Yéremy Pino,Villarreal,"MF,FW",20,es ESP,La Liga,2324,9,4,5,18,7,22,9,fbref_cache
97.0,3,1.1,0,0,0,0.0,0.0,0.0,Portu,Getafe,"FW,MF",31,es ESP,La Liga,2324,1,1,0,3,2,0,0,fbref_cache
1188.0,33,13.2,7,5,12,0.53,0.38,0.91,Portu,Girona,"MF,FW",31,es ESP,La Liga,2324,21,11,4,13,18,18,16,fbref_cache
19.0,2,0.2,0,0,0,0.0,0.0,0.0,José Pozo,Rayo Vallecano,"FW,MF",27,es ESP,La Liga,2324,0,0,0,1,0,1,1,fbref_cache
976.0,21,10.8,0,0,0,0.0,0.0,0.0,Alejandro Pozo Pozo,Almería,"DF,MF",24,es ESP,La Liga,2324,4,2,7,13,41,16,6,fbref_cache
1449.0,26,16.1,0,0,0,0.0,0.0,0.0,Beñat Prados,Athletic Club,MF,22,es ESP,La Liga,2324,7,4,23,28,10,29,24,fbref_cache
1270.0,34,14.1,6,1,7,0.43,0.07,0.5,Abdón Prats,Mallorca,FW,30,es ESP,La Liga,2324,33,14,2,4,8,18,18,fbref_cache
1883.0,23,20.9,1,3,4,0.05,0.14,0.19,Marc Pubill,Almería,DF,20,es ESP,La Liga,2324,20,5,14,26,67,21,34,fbref_cache
730.0,27,8.1,0,2,2,0.0,0.25,0.25,Antonio Puertas,Granada,"MF,FW",31,es ESP,La Liga,2324,19,5,7,7,20,19,12,fbref_cache
255.0,11,2.8,0,0,0,0.0,0.0,0.0,Arnau Puigmal,Almería,"MF,DF",22,es ESP,La Liga,2324,0,0,3,1,14,7,4,fbref_cache
353.0,11,3.9,0,0,0,0.0,0.0,0.0,Nemanja Radonjić,Mallorca,MF,27,rs SRB,La Liga,2324,10,7,3,2,20,1,5,fbref_cache
569.0,9,6.3,0,0,0,0.0,0.0,0.0,Aleksandar Radovanović,Almería,DF,29,rs SRB,La Liga,2324,1,0,11,7,0,7,2,fbref_cache
10.0,1,0.1,0,0,0,0.0,0.0,0.0,Abdellah Raihani,Atlético Madrid,FW,19,ma MAR,La Liga,2324,0,0,0,0,0,0,1,fbref_cache
2195.0,26,24.4,3,2,5,0.12,0.08,0.21,Antonio Raillo,Mallorca,DF,31,es ESP,La Liga,2324,29,9,36,23,2,32,8,fbref_cache
3240.0,36,36.0,0,0,0,0.0,0.0,0.0,Predrag Rajković,Mallorca,GK,27,rs SRB,La Liga,2324,0,0,0,2,0,1,4,fbref_cache
1425.0,18,15.8,2,1,3,0.13,0.06,0.19,Ivan Rakitić,Sevilla,MF,35,hr CRO,La Liga,2324,32,8,13,16,130,16,19,fbref_cache
1555.0,29,17.3,3,5,8,0.17,0.29,0.46,Largie Ramazani,Almería,"MF,FW",22,be BEL,La Liga,2324,40,13,35,7,31,27,24,fbref_cache
384.0,20,4.3,1,1,2,0.23,0.23,0.47,Benito Ramírez,Las Palmas,MF,28,es ESP,La Liga,2324,10,3,2,4,33,4,4,fbref_cache
1808.0,27,20.1,1,3,4,0.05,0.15,0.2,Sandro Ramírez,Las Palmas,"FW,MF",28,es ESP,La Liga,2324,52,19,4,7,87,20,36,fbref_cache
2612.0,37,29.0,5,1,6,0.17,0.03,0.21,Chris Ramos,Cádiz,FW,26,es ESP,La Liga,2324,76,27,9,13,12,61,46,fbref_cache
2517.0,28,28.0,3,0,3,0.11,0.0,0.11,Sergio Ramos,Sevilla,DF,37,es ESP,La Liga,2324,28,11,39,30,2,27,22,fbref_cache
1368.0,28,15.2,6,9,15,0.39,0.59,0.99,Raphinha,Barcelona,"FW,MF",26,br BRA,La Liga,2324,59,22,13,8,81,17,25,fbref_cache
630.0,12,7.0,0,0,0,0.0,0.0,0.0,Andrei Ratiu,Rayo Vallecano,"DF,MF",25,ro ROU,La Liga,2324,6,1,1,5,18,2,4,fbref_cache
1355.0,35,15.1,6,1,7,0.4,0.07,0.46,Raúl,Osasuna,FW,22,es ESP,La Liga,2324,33,12,5,4,6,13,12,fbref_cache
722.0,23,8.0,1,0,1,0.12,0.0,0.12,Abde Rebbach,Alavés,MF,24,dz ALG,La Liga,2324,17,4,4,5,63,13,10,fbref_cache
180.0,2,2.0,0,0,0,0.0,0.0,0.0,Pepe Reina,Villarreal,GK,40,es ESP,La Liga,2324,0,0,0,0,0,0,0,fbref_cache
3275.0,37,36.4,0,0,0,0.0,0.0,0.0,Álex Remiro,Real Sociedad,GK,28,es ESP,La Liga,2324,0,0,0,0,0,1,4,fbref_cache
2164.0,26,24.0,0,0,0,0.0,0.0,0.0,Chadi Riad,Real Betis,DF,20,ma MAR,La Liga,2324,11,5,22,23,0,16,7,fbref_cache
2535.0,32,28.2,0,7,7,0.0,0.25,0.25,Diego Rico,Getafe,DF,30,es ESP,La Liga,2324,18,5,39,46,132,32,56,fbref_cache
2498.0,37,27.8,5,4,9,0.18,0.14,0.32,Luis Rioja,Alavés,MF,29,es ESP,La Liga,2324,57,19,17,19,175,23,18,fbref_cache
1528.0,34,17.0,3,5,8,0.18,0.29,0.47,Rodrigo Riquelme,Atlético Madrid,"MF,DF",23,es ESP,La Liga,2324,37,16,9,19,63,11,28,fbref_cache
137.0,4,1.5,0,0,0,0.0,0.0,0.0,Alberto Risco,Getafe,MF,17,es ESP,La Liga,2324,2,1,0,2,2,1,1,fbref_cache
808.0,12,9.0,0,0,0,0.0,0.0,0.0,Mihailo Ristić,Celta Vigo,"DF,MF",27,rs SRB,La Liga,2324,10,4,11,8,39,12,14,fbref_cache
3.0,1,0.0,0,0,0,0.0,0.0,0.0,Gorka Rivera Alonso,Getafe,DF,18,es ESP,La Liga,2324,0,0,0,0,0,0,0,fbref_cache
860.0,14,9.6,3,2,5,0.31,0.21,0.52,Sergi Roberto,Barcelona,"MF,DF",31,es ESP,La Liga,2324,10,4,8,11,9,8,7,fbref_cache
2381.0,33,26.5,0,5,5,0.0,0.19,0.19,Lucas Robertone,Almería,MF,26,ar ARG,La Liga,2324,37,13,47,35,65,38,54,fbref_cache
1980.0,26,22.0,2,2,4,0.09,0.09,0.18,Marc Roca,Real Betis,MF,26,es ESP,La Liga,2324,20,7,17,37,24,46,23,fbref_cache
122.0,3,1.4,0,1,1,0.0,0.74,0.74,Sergio Rodelas,Granada,"MF,FW",18,es ESP,La Liga,2324,2,0,0,2,4,2,1,fbref_cache
1051.0,29,11.7,0,0,0,0.0,0.0,0.0,Rodri,Real Betis,MF,23,es ESP,La Liga,2324,18,5,8,11,36,6,29,fbref_cache
1.0,1,0.0,0,0,0,0.0,0.0,0.0,Álvaro Rodríguez,Real Madrid,FW,19,uy URU,La Liga,2324,0,0,0,0,0,0,0,fbref_cache
967.0,24,10.7,2,1,3,0.19,0.09,0.28,Óscar Rodríguez Arnaiz,Getafe,"MF,FW",25,es ESP,La Liga,2324,34,10,6,12,17,20,15,fbref_cache
258.0,5,2.9,0,2,2,0.0,0.7,0.7,Damián Rodríguez,Celta Vigo,MF,20,es ESP,La Liga,2324,1,0,1,3,9,4,1,fbref_cache
2615.0,36,29.1,2,4,6,0.07,0.14,0.21,Dani Rodríguez,Mallorca,MF,35,es ESP,La Liga,2324,27,4,14,26,166,61,43,fbref_cache
1846.0,24,20.5,2,0,2,0.1,0.0,0.1,Guido Rodríguez,Real Betis,MF,29,ar ARG,La Liga,2324,18,7,29,30,6,23,35,fbref_cache
3211.0,37,35.7,6,2,8,0.17,0.06,0.22,Kirian Rodríguez,Las Palmas,MF,27,es ESP,La Liga,2324,43,14,26,33,25,23,37,fbref_cache
300.0,15,3.3,0,0,0,0.0,0.0,0.0,Miguel Rodríguez,Celta Vigo,MF,20,es ESP,La Liga,2324,6,0,4,3,11,16,11,fbref_cache
2380.0,34,26.4,10,5,15,0.38,0.19,0.57,Rodrygo,Real Madrid,FW,22,br BRA,La Liga,2324,87,36,8,15,31,10,46,fbref_cache
262.0,7,2.9,0,0,0,0.0,0.0,0.0,Carlos Romero,Villarreal,DF,21,es ESP,La Liga,2324,2,1,1,5,11,2,6,fbref_cache
1039.0,14,11.5,4,4,8,0.35,0.35,0.69,Isaac Romero,Sevilla,FW,23,es ESP,La Liga,2324,42,17,0,3,11,28,17,fbref_cache
438.0,13,4.9,3,0,3,0.62,0.0,0.62,Luka Romero,Almería,MF,18,ar ARG,La Liga,2324,8,3,1,1,2,8,11,fbref_cache
936.0,28,10.4,0,1,1,0.0,0.1,0.1,Oriol Romeu,Barcelona,MF,31,es ESP,La Liga,2324,10,2,11,22,7,15,11,fbref_cache
5.0,1,0.1,0,0,0,0.0,0.0,0.0,Unai Ropero,Alavés,FW,21,es ESP,La Liga,2324,0,0,0,0,0,1,0,fbref_cache
328.0,14,3.6,2,0,2,0.55,0.0,0.55,Vitor Roque,Barcelona,FW,18,br BRA,La Liga,2324,13,6,0,2,2,13,11,fbref_cache
2709.0,33,30.1,1,0,1,0.03,0.0,0.03,Antonio Rüdiger,Real Madrid,DF,30,de GER,La Liga,2324,19,2,12,17,4,26,5,fbref_cache
20.0,1,0.2,0,0,0,0.0,0.0,0.0,Javi Rueda,Celta Vigo,"DF,MF",21,es ESP,La Liga,2324,0,0,0,0,0,0,1,fbref_cache
